context,question,answer,source,type
"Điều 3 của Nghị định này.
2. Chủ tịch Ủy ban nhân dân cấp huyện có quyền:
a) Phạt cảnh cáo;
b) Phạt tiền đến 37.500.000 đồng;
c) Tước quyền sử dụng giấy phép, chứng chỉ hành nghề có thời hạn hoặc đình chỉ hoạt động có thời hạn;
d) Tịch thu tang vật, phương tiện được sử dụng để vi phạm hành chính;
đ) Áp dụng biện pháp khắc phục hậu quả quy định tại khoản 3",Nếu Chủ tịch Ủy ban nhân dân cấp huyện xử lý vi phạm hành chính thì có thể áp dụng hình thức phạt nào?,"Phạt cảnh cáo, phạt tiền đến 37.500.000 đồng, tước quyền sử dụng giấy phép, chứng chỉ hành nghề, tịch thu tang vật, phương tiện",NĐ 168/2024/NĐ-CP,condition
"3. Căn cứ nhu cầu vận tải, khả năng nguồn lực đầu tư và quy hoạch, cấp quyết định chủ trương đầu tư quyết định việc phân kỳ đầu tư, xác định việc bồi thường, hỗ trợ và tái định cư theo quy mô làn xe quy hoạch hoặc tiến độ dự án được xác định trong quyết định chủ trương đầu tư.","Căn cứ vào những yếu tố nào để quyết định việc phân kỳ đầu tư và xác định việc bồi thường, hỗ trợ và tái định cư?","Căn cứ nhu cầu vận tải, khả năng nguồn lực đầu tư và quy hoạch",Luật-35-2024-QH15,direct
"11. Phạt tiền từ 30.000.000 đồng đến 35.000.000 đồng đối với hành vi vi phạm quy định tại khoản 1, điểm đ khoản 8, khoản 10 Điều này mà gây tai nạn giao thông.
12. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại điểm c khoản 6 Điều này bị thu hồi phù hiệu đã hết giá trị sử dụng hoặc phù hiệu không do cơ quan có thẩm quyền cấp.",Nếu người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại điểm c khoản 6 thì bị xử lý như thế nào?,Bị thu hồi phù hiệu đã hết giá trị sử dụng hoặc phù hiệu không do cơ quan có thẩm quyền cấp.,NĐ 168/2024/NĐ-CP,condition
"8. Người tham gia giao thông đường bộ bao gồm: người điều khiển, người được chở trên phương tiện tham gia giao thông đường bộ; người điều khiển, dẫn dắt vật nuôi trên đường bộ; người đi bộ trên đường bộ.
9. Người điều khiển phương tiện tham gia giao thông đường bộ bao gồm: người điều khiển xe cơ giới (sau đây gọi là người lái xe), người điều khiển xe thô sơ, người điều khiển xe máy chuyên dùng.",Những ai được coi là người tham gia giao thông đường bộ?,"Người tham gia giao thông đường bộ bao gồm người điều khiển, người được chở trên phương tiện tham gia giao thông đường bộ, người điều khiển, dẫn dắt vật nuôi trên đường bộ và người đi bộ trên đường bộ.",luat trật tự,direct
"7. Chính phủ quy định chi tiết các hình thức đào tạo lái xe khác quy định tại khoản 2 Điều này; quy định trình tự, thủ tục kiểm tra, đánh giá để cấp, cấp lại và thu hồi giấy phép xe tập lái; quy định tiêu chuẩn của giáo viên dạy lái xe; quy định việc cấp, cấp lại và thu hồi giấy chứng nhận giáo viên dạy lái xe; quy định việc cấp, cấp lại và thu hồi giấy phép đào tạo lái xe.",Chính phủ quy định những nội dung gì liên quan đến đào tạo lái xe?,"các hình thức đào tạo lái xe; trình tự, thủ tục kiểm tra, đánh giá để cấp, cấp lại và thu hồi giấy phép xe tập lái; tiêu chuẩn của giáo viên dạy lái xe; việc cấp, cấp lại và thu hồi giấy chứng nhận giáo viên dạy lái xe; việc cấp, cấp lại và thu hồi giấy phép đào tạo lái xe",luat trật tự,synthesis
"Điều 9 của Nghị định này và tài liệu liên quan đến nội dung thay đổi tương ứng, cụ thể như sau: Thay đổi tên của cá nhân đề nghị cấp Giấy chứng nhận giáo viên dạy thực hành lái xe: Bản sao (có chứng thực hợp pháp) quyết định của cấp có thẩm quyền về việc đổi tên; thay đổi ngày tháng năm sinh, xuất trình căn cước công dân.
Trường hợp giấy tờ quy định tại điểm b khoản này đã được tích hợp vào tài khoản định danh điện tử thì việc xuất trình, kiểm tra có thể thực hiện thông qua tài khoản định danh điện tử.",Khi đổi tên cần giấy tờ gì để cấp Giấy chứng nhận giáo viên dạy thực hành lái xe?,Bản sao quyết định của cấp có thẩm quyền về việc đổi tên,Nghị định 41.2024.NĐ-CP,direct
"2. Hầm cứu nạn gắn liền với hầm đường bộ, phục vụ việc thoát hiểm, cứu hộ, cứu nạn khi hầm chính xảy ra sự cố hoặc sử dụng trong công tác bảo trì hầm đường bộ. Không sử dụng hầm cứu nạn phục vụ mục đích lưu thông của các phương tiện giao thông;",Nếu hầm đường bộ xảy ra sự cố thì hầm cứu nạn được sử dụng để làm gì?,"Phục vụ việc thoát hiểm, cứu hộ, cứu nạn",Luật-35-2024-QH15,condition
"35. Sửa đổi nội dung thứ tự số 4 của Mẫu số 01 Phụ lục VI như sau:
""4. Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Lào hoặc/và Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Campuchia số: ………..... ngày cấp: …………"".",Nếu muốn vận tải đường bộ quốc tế giữa Việt Nam và Lào hoặc/và Campuchia thì cần giấy phép gì?,Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Lào hoặc/và Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Campuchia,Nghị định 41.2024.NĐ-CP,condition
"2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Mang hóa chất độc hại, chất dễ cháy, nổ, hàng nguy hiểm hoặc hàng cấm lưu thông trên xe chở khách;
b) Đu, bám vào thành xe; đứng, ngồi, nằm trên mui xe, nóc xe, trong khoang chở hành lý; tự ý mở cửa xe hoặc có hành vi khác không bảo đảm an toàn khi xe đang chạy.",Những hành vi nào bị phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng?,"Mang hóa chất độc hại, chất dễ cháy, nổ, hàng nguy hiểm hoặc hàng cấm lưu thông trên xe chở khách; đu, bám vào thành xe; đứng, ngồi, nằm trên mui xe, nóc xe, trong khoang chở hành lý; tự ý mở cửa xe hoặc có hành vi khác không bảo đảm an toàn khi xe đang chạy",NĐ 168/2024/NĐ-CP,synthesis
"Điều 9. Chuẩn bị kỳ sát hạch
1. Tiếp nhận hồ sơ
a) Hồ sơ đề nghị sát hạch do cơ sở đào tạo gửi Phòng Cảnh sát giao thông trước kỳ sát hạch ít nhất 07 ngày làm việc;
b) Hồ sơ đề nghị sát hạch của cá nhân gửi trực tiếp hoặc qua hệ thống dịch vụ công trực tuyến đến Phòng Cảnh sát giao thông trước kỳ sát hạch ít nhất 07 ngày làm việc.",Nếu cá nhân muốn tham gia kỳ sát hạch thì cần gửi hồ sơ đề nghị sát hạch đến đâu và trước khi sát hạch bao lâu?,"Gửi hồ sơ đề nghị sát hạch đến Phòng Cảnh sát giao thông, trước kỳ sát hạch ít nhất 07 ngày làm việc.",TT 12/2024/TT-BGTVT,condition
"1. Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ bao gồm:
a) Dịch vụ cho thuê phương tiện để tự lái là việc tổ chức, cá nhân cho thuê xe ô tô chở người dưới 08 chỗ (không kể chỗ của người lái xe), xe gắn máy, xe mô tô hai bánh, xe mô tô ba bánh để người thuê xe tự điều khiển phương tiện;
b) Dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ là việc tổ chức, cá nhân cho thuê xe ô tô (không bao gồm thuê người lái xe) để bên thuê xe tổ chức hoạt động kinh doanh vận tải bằng xe ô tô hoặc vận tải nội bộ.",Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ bao gồm những dịch vụ nào?,"Dịch vụ cho thuê phương tiện để tự lái; Dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ",Luật-35-2024-QH15,synthesis
"Điều 23. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe ô tô thực hiện hành vi vi phạm quy định về vận chuyển hàng hóa nguy hiểm
1. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với hành vi vận chuyển hàng hóa nguy hiểm mà không làm sạch hoặc không bóc (xóa) biểu trưng nguy hiểm trên phương tiện khi không tiếp tục vận chuyển loại hàng hóa đó.",Mức phạt đối với hành vi vận chuyển hàng hóa nguy hiểm mà không làm sạch hoặc không bóc biểu trưng nguy hiểm trên phương tiện là bao nhiêu?,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,NĐ 168/2024/NĐ-CP,direct
"3. Yêu cầu kỹ thuật
3.1. Bố trí mặt bằng: ...
3.2. Sân sát hạch:...
3.3. Xe cơ giới dùng để sát hạch:...
3.4. Thiết bị sát hạch lý thuyết: ...
3.5. Thiết bị sát hạch mô phỏng: ...
3.6. Thiết bị sát hạch thực hành lái xe trong hình: ...
3.7. Thiết bị sát hạch thực hành lái xe trên đường: ...
3.8. Thiết bị sát hạch lý thuyết: ...
3.9. Nhà điều hành và các phòng chức năng: ...
3.10. Các công trình phụ trợ khác: ...
II. Kết quả kiểm tra",Các yêu cầu kỹ thuật cho sát hạch lái xe bao gồm những gì?,Bố trí mặt bằng; Sân sát hạch; Xe cơ giới dùng để sát hạch; Thiết bị sát hạch lý thuyết; Thiết bị sát hạch mô phỏng; Thiết bị sát hạch thực hành lái xe trong hình; Thiết bị sát hạch thực hành lái xe trên đường; Nhà điều hành và các phòng chức năng; Các công trình phụ trợ khác,Nghị định 41.2024.NĐ-CP,synthesis
"4. Trường hợp người lái xe có nhu cầu đổi giấy phép lái xe xuống hạng thấp hơn, phải khai rõ tại đơn đề nghị đổi hoặc cấp lại giấy phép lái xe quy định tại Phụ lục XII ban hành kèm theo Thông tư này và chịu trách nhiệm về nội dung kê khai.
5. Hồ sơ đổi giấy phép lái xe quân sự là hồ sơ gốc gồm các tài liệu quy định tại khoản 2 Điều này, giao cho người lái xe tự bảo quản.",Hồ sơ đổi giấy phép lái xe quân sự bao gồm những gì?,Hồ sơ gốc gồm các tài liệu quy định tại khoản 2 Điều này,TT 12/2024/TT-BGTVT,direct
"2. Cục Cảnh sát giao thông
a) Tiếp nhận dữ liệu IDP đã được Phòng Cảnh sát giao thông đồng bộ vào hệ thống thông tin giấy phép lái xe tại Cục Cảnh sát giao thông để tổ chức quản lý và sử dụng dữ liệu theo quy định;
b) Trường hợp tiếp nhận hồ sơ đề nghị cấp IDP của cá nhân thì thực hiện như quy trình tại khoản 1 Điều này.
TỔ CHỨC THỰC HIỆN",Cục Cảnh sát giao thông có trách nhiệm gì khi tiếp nhận hồ sơ đề nghị cấp IDP của cá nhân?,Thực hiện như quy trình tại khoản 1 Điều này,TT 12/2024/TT-BGTVT,direct
"2. Phạt tiền từ 400.000 đồng đến 600.000 đồng trên mỗi người vượt quá quy định được phép chở của phương tiện nhưng tổng mức phạt tiền tối đa không vượt quá 75.000.000 đồng đối với người điều khiển xe ô tô chở hành khách, ô tô chở người (trừ xe buýt) thực hiện hành vi vi phạm chở quá số người quy định được phép chở của phương tiện, trừ các hành vi vi phạm quy định tại khoản 4 Điều này.",Mức phạt đối với người điều khiển xe ô tô chở quá số người quy định được phép chở là bao nhiêu?,"Phạt tiền từ 400.000 đồng đến 600.000 đồng trên mỗi người vượt quá, nhưng tổng mức phạt tiền tối đa không vượt quá 75.000.000 đồng",NĐ 168/2024/NĐ-CP,direct
"2. Phạt tiền từ 400.000 đồng đến 600.000 đồng trên mỗi người vượt quá quy định được phép chở của phương tiện nhưng tổng mức phạt tiền tối đa không vượt quá 75.000.000 đồng đối với người điều khiển xe ô tô chở hành khách, ô tô chở người (trừ xe buýt) thực hiện hành vi vi phạm chở quá số người quy định được phép chở của phương tiện, trừ các hành vi vi phạm quy định tại khoản 4 Điều này.",Nếu người điều khiển xe ô tô chở quá số người quy định thì bị phạt bao nhiêu?,Phạt tiền từ 400.000 đồng đến 600.000 đồng trên mỗi người vượt quá quy định,NĐ 168/2024/NĐ-CP,condition
"5. Đối với kết cấu hạ tầng đường bộ là tài sản công trong thời hạn cho thuê quyền khai thác tài sản hoặc chuyển nhượng có thời hạn quyền khai thác tài sản hoặc phương thức chuyển giao quyền khai thác khác thì việc quản lý, vận hành, khai thác, bảo trì công trình thực hiện theo quy định của Luật này, quy định của pháp luật về quản lý, sử dụng tài sản công, quy định khác của pháp luật có liên quan và hợp đồng ký kết.","Nếu kết cấu hạ tầng đường bộ là tài sản công và trong thời hạn cho thuê quyền khai thác thì việc quản lý, vận hành, khai thác, bảo trì công trình được thực hiện theo quy định nào?","theo quy định của Luật này, quy định của pháp luật về quản lý, sử dụng tài sản công, quy định khác của pháp luật có liên quan và hợp đồng ký kết",Luật-35-2024-QH15,condition
"3. Hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện
a) Việc xác định hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện để tính thời hiệu xử phạt vi phạm hành chính được thực hiện theo quy định của pháp luật về xử lý vi phạm hành chính;
b) Đối với các hành vi vi phạm được phát hiện thông qua phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật do cá nhân, tổ chức cung cấp: thời điểm chấm dứt hành vi vi phạm được tính từ thời điểm phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật ghi nhận hành vi vi phạm.","Nếu hành vi vi phạm hành chính được phát hiện thông qua phương tiện, thiết bị kỹ thuật nghiệp vụ thì thời điểm chấm dứt hành vi vi phạm được tính như thế nào?","Thời điểm chấm dứt hành vi vi phạm được tính từ thời điểm phương tiện, thiết bị kỹ thuật nghiệp vụ ghi nhận hành vi vi phạm.",NĐ 168/2024/NĐ-CP,condition
"Điều 20 như sau:
""7. Doanh nghiệp, hợp tác xã được ngừng khai thác tuyến hoặc ngừng khai thác một hoặc một số chuyến xe trên tuyến.
a) Trước khi ngừng khai thác 05 ngày, doanh nghiệp, hợp tác xã phải gửi thông báo đến Sở Giao thông vận tải, bến xe hai đầu tuyến và nộp lại phù hiệu xe tuyến cố định cho Sở Giao thông vận tải vào ngày ngừng khai thác tuyến. Bến xe hai đầu tuyến thực hiện niêm yết thông báo tại bến xe tối thiểu 10 ngày kể từ khi nhận được thông báo của doanh nghiệp, hợp tác xã;
b) Trong thời gian 2 ngày làm việc kể từ ngày ngừng khai thác tuyến, Sở Giao thông vận tải cập nhật các nội dung theo quy định tại điểm a và điểm b khoản 3",Nếu doanh nghiệp ngừng khai thác tuyến thì phải thông báo trước bao lâu?,Doanh nghiệp phải gửi thông báo trước khi ngừng khai thác 05 ngày,Nghị định 41.2024.NĐ-CP,condition
"3. Cá nhân nếu có nhu cầu tích hợp giấy phép lái xe không thời hạn với giấy phép lái xe có thời hạn thì đăng ký vào đề nghị đổi giấy phép lái xe quy định tại Phụ lục XII ban hành kèm theo Thông tư này, làm thủ tục đổi giấy phép lái xe theo quy định tại Điều 21, 22, 23 của Thông tư này.
4. Người có giấy phép lái xe chỉ được lái loại xe ghi trong giấy phép lái xe.",Người có giấy phép lái xe được lái những loại xe nào?,Chỉ được lái loại xe ghi trong giấy phép lái xe,TT 12/2024/TT-BGTVT,direct
"4. Việc khai thác tài sản kết cấu hạ tầng đường cao tốc thực hiện theo quy định của pháp luật về quản lý, sử dụng tài sản công, pháp luật về đầu tư theo phương thức đối tác công tư và quy định khác của pháp luật có liên quan;
5. Chính phủ quy định chi tiết Điều này.",Nếu khai thác tài sản kết cấu hạ tầng đường cao tốc thì thực hiện theo quy định nào?,"theo quy định của pháp luật về quản lý, sử dụng tài sản công, pháp luật về đầu tư theo phương thức đối tác công tư và quy định khác của pháp luật có liên quan",Luật-35-2024-QH15,condition
"3. Lực lượng thực hiện tuần tra, kiểm soát bao gồm:
a) Lực lượng Cảnh sát giao thông;
b) Lực lượng, đơn vị khác trong Công an nhân dân được huy động tham gia phối hợp với Cảnh sát giao thông thực hiện tuần tra, kiểm soát trong trường hợp cần thiết trên cơ sở nhiệm vụ, quyền hạn của lực lượng được huy động theo quy định của pháp luật, quyết định của cấp có thẩm quyền và phù hợp với thực tế nhiệm vụ.",Nếu cần thiết thì lực lượng nào được huy động tham gia phối hợp với Cảnh sát giao thông?,"Lực lượng, đơn vị khác trong Công an nhân dân",luat trật tự,condition
"Điều 8 Nghị định này;
c) Do cơ quan hoặc người không có thẩm quyền cấp;
d) Bị tẩy xóa, sửa chữa;
đ) Cho cơ sở đào tạo khác thuê, mượn để sử dụng nhưng không tham gia giảng dạy; hoặc cho tổ chức, cá nhân khác thuê, mượn để sử dụng.",Giấy phép lái xe bị coi là không hợp lệ khi nào,"khi giấy phép lái xe do cơ quan hoặc người không có thẩm quyền cấp, bị tẩy xóa, sửa chữa, hoặc cho người khác thuê mượn để sử dụng",Nghị định 41.2024.NĐ-CP,direct
"Điều 53 của Luật này; cơ quan, tổ chức được giao trực tiếp quản lý công trình đường bộ thuộc trường hợp phải gia cường quy định tại điểm a khoản 4 Điều này thực hiện việc chấp thuận phương án khảo sát, thiết kế, gia cường công trình đường bộ.","Nếu công trình đường bộ thuộc trường hợp phải gia cường thì ai thực hiện việc chấp thuận phương án khảo sát, thiết kế, gia cường?","Cơ quan, tổ chức được giao trực tiếp quản lý công trình đường bộ thực hiện việc chấp thuận phương án khảo sát, thiết kế, gia cường công trình đường bộ.",luat trật tự,condition
"Điều 76. Dịch vụ thu gom hàng, chuyển tải, kho bãi hàng hoá trong hoạt động vận tải đường bộ
1. Đơn vị kinh doanh dịch vụ đại lý thu gom hàng, dịch vụ chuyển tải, dịch vụ kho bãi hàng hoá được thành lập theo quy định của pháp luật về doanh nghiệp, pháp luật về hợp tác xã.","Nếu đơn vị kinh doanh dịch vụ đại lý thu gom hàng, dịch vụ chuyển tải, dịch vụ kho bãi hàng hoá muốn hoạt động thì phải được thành lập theo quy định nào?","theo quy định của pháp luật về doanh nghiệp, pháp luật về hợp tác xã",Luật-35-2024-QH15,condition
"9. Người có thẩm quyền xử phạt được sử dụng các thông tin trong Cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ theo quy định của Luật Trật tự, an toàn giao thông đường bộ, Luật Xử lý vi phạm hành chính, pháp luật về đo lường để làm căn cứ xác định hành vi vi phạm đối với cá nhân, tổ chức khi thực hiện một trong các hành vi vi phạm quy định tại Nghị định này.",Cơ sở nào được sử dụng để làm căn cứ xác định hành vi vi phạm giao thông đường bộ?,"Cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ",NĐ 168/2024/NĐ-CP,direct
"2. Để bảo đảm thi hành quyết định xử phạt vi phạm hành chính hoặc để xác minh tình tiết làm căn cứ ra quyết định xử phạt, người có thẩm quyền xử phạt có thể quyết định tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm một trong các hành vi quy định tại Nghị định này theo quy định tại điểm a, điểm c khoản 1; khoản 2; khoản 6; khoản 7; khoản 8",Những trường hợp nào người có thẩm quyền xử phạt có thể quyết định tạm giữ phương tiện hoặc giấy tờ?,Để bảo đảm thi hành quyết định xử phạt vi phạm hành chính; để xác minh tình tiết làm căn cứ ra quyết định xử phạt,NĐ 168/2024/NĐ-CP,synthesis
"Điều 28. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ
1. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với hành vi chở quá số người quy định được phép chở của phương tiện.","Những hành vi vi phạm khi điều khiển xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ sẽ bị xử phạt như thế nào?",Chở quá số người quy định được phép chở của phương tiện,NĐ 168/2024/NĐ-CP,synthesis
"4. Việc khai thác tài sản kết cấu hạ tầng đường cao tốc thực hiện theo quy định của pháp luật về quản lý, sử dụng tài sản công, pháp luật về đầu tư theo phương thức đối tác công tư và quy định khác của pháp luật có liên quan;
5. Chính phủ quy định chi tiết Điều này.",Việc khai thác tài sản kết cấu hạ tầng đường cao tốc được thực hiện theo quy định nào?,"theo quy định của pháp luật về quản lý, sử dụng tài sản công, pháp luật về đầu tư theo phương thức đối tác công tư và quy định khác của pháp luật có liên quan",Luật-35-2024-QH15,direct
"3. Nghiên cứu, ứng dụng khoa học, phát triển công nghệ mới, vật liệu mới, ứng dụng tự động hóa và trí tuệ nhân tạo trong khảo sát, thiết kế, xây dựng, quản lý, vận hành, khai thác và bảo trì đường cao tốc phù hợp với điều kiện đặc thù của từng vùng, từng địa phương.","Nếu ứng dụng tự động hóa và trí tuệ nhân tạo trong khảo sát, thiết kế, xây dựng, quản lý, vận hành, khai thác và bảo trì đường cao tốc thì mục đích là gì?","Phù hợp với điều kiện đặc thù của từng vùng, từng địa phương",Luật-35-2024-QH15,condition
"Điều 25. Tổ chức giao thông
1. Tổ chức giao thông được thực hiện từ giai đoạn quy hoạch, đầu tư, xây dựng đến giai đoạn quản lý, vận hành, khai thác, sử dụng, bảo trì kết cấu hạ tầng đường bộ nhằm bảo đảm giao thông thông suốt, an toàn, hiệu quả.",Nếu tổ chức giao thông được thực hiện từ giai đoạn quy hoạch đến giai đoạn bảo trì kết cấu hạ tầng đường bộ thì mục đích chính là gì?,"Bảo đảm giao thông thông suốt, an toàn, hiệu quả",Luật-35-2024-QH15,condition
"Điều 20 như sau:
""a) Doanh nghiệp, hợp tác xã kinh doanh vận tải xây dựng phương án và thống nhất với bến xe hai đầu tuyến về giờ xe xuất bến gửi Sở Giao thông vận tải nơi đơn vị kinh doanh vận tải đặt trụ sở chính hoặc trụ sở chi nhánh để đăng ký khai thác tuyến theo quy định và Sở Giao thông vận tải đầu tuyến bên kia để phối hợp quản lý;"";
c) Sửa đổi, bổ sung điểm c khoản 2",Nếu doanh nghiệp kinh doanh vận tải muốn đăng ký khai thác tuyến thì cần phải làm gì?,Doanh nghiệp cần xây dựng phương án và thống nhất với bến xe hai đầu tuyến về giờ xe xuất bến gửi Sở Giao thông vận tải nơi đơn vị kinh doanh vận tải đặt trụ sở chính hoặc trụ sở chi nhánh để đăng ký khai thác tuyến.,Nghị định 41.2024.NĐ-CP,condition
"3. Tuyên truyền, phổ biến, giáo dục pháp luật về trật tự, an toàn giao thông đường bộ.
4. Quản lý phương tiện giao thông đường bộ.
5. Quản lý người điều khiển phương tiện tham gia giao thông đường bộ.
6. Tuần tra, kiểm soát, xử lý vi phạm pháp luật về trật tự, an toàn giao thông đường bộ.
7. Chỉ huy, điều khiển giao thông đường bộ.
8. Điều tra, giải quyết tai nạn giao thông đường bộ.",Nếu xảy ra tai nạn giao thông đường bộ thì ai sẽ điều tra và giải quyết?,"Điều tra, giải quyết tai nạn giao thông đường bộ",luat trật tự,condition
"Điều 41. Phân định thẩm quyền xử phạt vi phạm hành chính về trật tự, an toàn giao thông trong lĩnh vực giao thông đường bộ
1. Chủ tịch Ủy ban nhân dân các cấp có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại Nghị định này trong phạm vi quản lý của địa phương mình.","Ai có thẩm quyền xử phạt vi phạm hành chính về trật tự, an toàn giao thông đường bộ?",Chủ tịch Ủy ban nhân dân các cấp,NĐ 168/2024/NĐ-CP,direct
"2. Căn cứ vào tính chất, mức độ vi phạm, cá nhân, tổ chức vi phạm hành chính về trật tự, an toàn giao thông trong lĩnh vực giao thông đường bộ còn có thể bị áp dụng một hoặc nhiều hình thức xử phạt bổ sung sau đây:
a) Tước quyền sử dụng giấy phép, chứng chỉ hành nghề có thời hạn;
b) Đình chỉ hoạt động có thời hạn;
c) Tịch thu tang vật vi phạm hành chính, phương tiện được sử dụng để vi phạm hành chính trong trường hợp không áp dụng là hình thức xử phạt chính theo quy định tại điểm c khoản 1 Điều này.","Những hình thức xử phạt bổ sung nào có thể được áp dụng đối với cá nhân, tổ chức vi phạm hành chính về trật tự, an toàn giao thông đường bộ?","Tước quyền sử dụng giấy phép, chứng chỉ hành nghề có thời hạn; Đình chỉ hoạt động có thời hạn; Tịch thu tang vật vi phạm hành chính, phương tiện được sử dụng để vi phạm hành chính",NĐ 168/2024/NĐ-CP,synthesis
"2. Phương tiện, thiết bị phục vụ quản lý, vận hành, khai thác công trình đường bộ bao gồm:
a) Thiết bị lắp đặt vào các công trình, bộ phận công trình quy định tại điểm e khoản 1 Điều này;
b) Phương tiện, thiết bị phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ; phương tiện, thiết bị phục vụ cứu nạn, cứu hộ giao thông đường bộ;
c) Phà, phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác bến phà đường bộ;
d) Phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác đường bộ.","Những phương tiện, thiết bị phục vụ quản lý, vận hành, khai thác công trình đường bộ gồm những gì?","Thiết bị lắp đặt vào các công trình, bộ phận công trình; phương tiện, thiết bị phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đường bộ; phương tiện, thiết bị phục vụ cứu nạn, cứu hộ giao thông đường bộ; phà, phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác bến phà đường bộ; phương tiện, thiết bị khác phục vụ quản lý, vận hành, khai thác đường bộ",Luật-35-2024-QH15,synthesis
"Điều 44 của Nghị định này.
2. Công chức thuộc Thanh tra Sở Giao thông vận tải đang thi hành công vụ, nhiệm vụ có thẩm quyền lập biên bản đối với các hành vi vi phạm xảy ra trong phạm vi địa bàn quản lý của Thanh tra Sở Giao thông vận tải.
THỦ TỤC XỬ PHẠT",Những đối tượng nào có thẩm quyền lập biên bản vi phạm giao thông và trong phạm vi nào?,"Công chức thuộc Thanh tra Sở Giao thông vận tải đang thi hành công vụ, nhiệm vụ; trong phạm vi địa bàn quản lý của Thanh tra Sở Giao thông vận tải",NĐ 168/2024/NĐ-CP,synthesis
"2. Khổ giới hạn của đường bộ là khoảng trống có kích thước giới hạn về chiều rộng, chiều cao của đường bộ để các xe, bao gồm cả hàng hoá xếp trên xe đi qua được an toàn và được xác định theo quy chuẩn, tiêu chuẩn kỹ thuật của đường bộ.",Khổ giới hạn của đường bộ được xác định dựa trên tiêu chí nào?,"theo quy chuẩn, tiêu chuẩn kỹ thuật của đường bộ",Luật-35-2024-QH15,direct
"Điều 2. Sửa đổi, bổ sung một số điều của Nghị định số 10/2020/NĐ-CP ngày 17 tháng 01 năm 2020 của Chính phủ quy định về kinh doanh và điều kiện kinh doanh vận tải bằng xe ô tô (đã được sửa đổi, bổ sung một số điều tại Nghị định số 47/2022/NĐ-CP ngày 19 tháng 7 năm 2022)","Nghị định số 10/2020/NĐ-CP được sửa đổi, bổ sung vào những thời điểm nào?",17 tháng 01 năm 2020; 19 tháng 7 năm 2022,Nghị định 41.2024.NĐ-CP,synthesis
